SL,user_code,day_is,status,start_date_time,end_date_time,break_time,ot_hours
2774,22,19/03/2018,Early Out,8:21,15:04,0,0
2775,31,19/03/2018,Absence,0:00,0:00,0,0
2776,32,19/03/2018,Excused,10:20,17:42,0,0
2777,36,19/03/2018,Late,10:31,19:03,0,0
2778,40,19/03/2018,Late,10:39,19:03,0,0
2779,46,19/03/2018,Late,10:21,19:16,0,0
2780,53,19/03/2018,Late,13:56,19:40,0,0
2781,59,19/03/2018,Late,10:06,20:15,0,0
2782,60,19/03/2018,Present,9:54,20:37,0,0
2783,61,19/03/2018,Late,10:05,19:04,0,0
2784,62,19/03/2018,Late,10:07,19:39,0,0
2785,64,19/03/2018,Late,10:39,19:15,0,0
2786,1005,19/03/2018,Present,9:51,19:04,0,0
2787,1006,19/03/2018,Present,9:50,20:16,0,0
2788,1007,19/03/2018,Late,10:45,19:58,0,0
2789,9151,19/03/2018,Late,10:20,19:14,0,0
2790,9152,19/03/2018,Late,10:26,19:39,0,0
2791,9159,19/03/2018,Late,10:20,19:15,0,0
2792,9161,19/03/2018,Late,10:20,19:16,0,0
2793,9162,19/03/2018,Late,10:16,19:15,0,0
2794,9164,19/03/2018,Present,9:53,19:10,0,0
2795,9165,19/03/2018,Late,10:12,19:18,0,0
2796,9166,19/03/2018,Late,10:20,20:16,0,0
2797,9167,19/03/2018,Present,9:54,19:03,0,0
2798,9169,19/03/2018,Absence,0:00,0:00,0,0
2799,9170,19/03/2018,Absence,0:00,0:00,0,0
2800,9173,19/03/2018,Absence,0:00,0:00,0,0
2801,9174,19/03/2018,Absence,0:00,0:00,0,0
2802,9175,19/03/2018,Absence,0:00,0:00,0,0
2803,9176,19/03/2018,Absence,0:00,0:00,0,0
2804,9177,19/03/2018,Absence,0:00,0:00,0,0
2805,9178,19/03/2018,Absence,0:00,0:00,0,0
2806,9179,19/03/2018,Absence,0:00,0:00,0,0
2807,9180,19/03/2018,Absence,0:00,0:00,0,0
2808,9181,19/03/2018,Absence,0:00,0:00,0,0
2809,3,20/03/2018,Present,9:17,20:39,0,0
2810,22,20/03/2018,Late,10:33,19:25,0,0
2811,31,20/03/2018,Late,10:32,19:52,0,0
2812,32,20/03/2018,Late,13:13,19:52,0,0
2813,36,20/03/2018,Late,10:26,19:46,0,0
2814,40,20/03/2018,Excused,10:22,16:40,0,0
2815,46,20/03/2018,Late,10:27,19:52,0,0
2816,53,20/03/2018,Excused,10:12,14:34,0,0
2817,59,20/03/2018,Present,10:01,20:12,0,0
2818,60,20/03/2018,Late,10:20,20:14,0,0
2819,61,20/03/2018,Absence,0:00,0:00,0,0
2820,62,20/03/2018,Late,10:28,20:39,0,0
2821,64,20/03/2018,Late,10:47,19:43,0,0
2822,1005,20/03/2018,Present,9:44,19:43,0,0
2823,1006,20/03/2018,Late,10:09,20:39,0,0
2824,1007,20/03/2018,Late,10:50,19:52,0,0
2825,9151,20/03/2018,Present,9:57,19:50,0,0
2826,9152,20/03/2018,Late,10:08,20:13,0,0
2827,9159,20/03/2018,Late,10:26,19:50,0,0
2828,9161,20/03/2018,Late,10:46,19:40,0,0
2829,9162,20/03/2018,Present,9:58,19:52,0,0
2830,9164,20/03/2018,Late,10:08,19:37,0,0
2831,9165,20/03/2018,Late,10:18,19:04,0,0
2832,9166,20/03/2018,Present,9:50,19:54,0,0
2833,9167,20/03/2018,Present,9:47,19:51,0,0
2834,9169,20/03/2018,Absence,0:00,0:00,0,0
2835,9170,20/03/2018,Absence,0:00,0:00,0,0
2836,9173,20/03/2018,Absence,0:00,0:00,0,0
2837,9174,20/03/2018,Absence,0:00,0:00,0,0
2838,9175,20/03/2018,Absence,0:00,0:00,0,0
2839,9176,20/03/2018,Absence,0:00,0:00,0,0
2840,9177,20/03/2018,Absence,0:00,0:00,0,0
2841,9178,20/03/2018,Absence,0:00,0:00,0,0
2842,9179,20/03/2018,Absence,0:00,0:00,0,0
2843,9180,20/03/2018,Absence,0:00,0:00,0,0
2844,9181,20/03/2018,Absence,0:00,0:00,0,0
2845,3,21/03/2018,Present,9:52,20:37,0,0
2846,22,21/03/2018,Late,11:26,19:57,0,0
2847,31,21/03/2018,Early Out,9:55,14:49,0,0
2848,32,21/03/2018,Late,10:19,19:06,0,0
2849,36,21/03/2018,Present,10:01,19:04,0,0
2850,40,21/03/2018,Absence,0:00,0:00,0,0
2851,46,21/03/2018,Late,10:20,19:17,0,0
2852,53,21/03/2018,Present,9:23,20:44,0,0
2853,59,21/03/2018,Present,10:01,20:13,0,0
2854,60,21/03/2018,Late,10:32,20:13,0,0
2855,61,21/03/2018,Late,10:35,19:07,0,0
2856,62,21/03/2018,Late,10:16,20:43,0,0
2857,64,21/03/2018,Late,10:36,19:16,0,0
2858,1005,21/03/2018,Present,9:54,19:30,0,0
2859,1006,21/03/2018,Present,9:54,20:53,0,0
2860,1007,21/03/2018,Late,10:43,20:53,0,0
2861,9151,21/03/2018,Present,9:09,19:16,0,0
2862,9152,21/03/2018,Present,10:03,20:43,0,0
2863,9159,21/03/2018,Late,10:19,19:15,0,0
2864,9161,21/03/2018,Excused,10:22,14:49,0,0
2865,9162,21/03/2018,Present,9:10,19:17,0,0
2866,9164,21/03/2018,Present,9:58,19:13,0,0
2867,9165,21/03/2018,Late,10:09,19:17,0,0
2868,9166,21/03/2018,Present,9:55,19:25,0,0
2869,9167,21/03/2018,Present,9:52,19:03,0,0
2870,9169,21/03/2018,Absence,0:00,0:00,0,0
2871,9170,21/03/2018,Absence,0:00,0:00,0,0
2872,9173,21/03/2018,Absence,0:00,0:00,0,0
2873,9174,21/03/2018,Absence,0:00,0:00,0,0
2874,9175,21/03/2018,Absence,0:00,0:00,0,0
2875,9176,21/03/2018,Absence,0:00,0:00,0,0
2876,9177,21/03/2018,Absence,0:00,0:00,0,0
2877,9178,21/03/2018,Absence,0:00,0:00,0,0
2878,9179,21/03/2018,Absence,0:00,0:00,0,0
2879,9180,21/03/2018,Absence,0:00,0:00,0,0
2880,9181,21/03/2018,Absence,0:00,0:00,0,0
2881,3,22/03/2018,Late,10:27,20:27,0,0
2882,22,22/03/2018,Absence,8:24,8:25,0,0
2883,31,22/03/2018,Early Out,9:48,18:03,0,0
2884,32,22/03/2018,Late,10:28,19:06,0,0
2885,36,22/03/2018,Present,9:55,19:07,0,0
2886,40,22/03/2018,Absence,0:00,0:00,0,0
2887,46,22/03/2018,Late,10:15,19:06,0,0
2888,53,22/03/2018,Excused,10:40,18:04,0,0
2889,59,22/03/2018,Late,10:28,21:04,0,0
2890,60,22/03/2018,Present,9:52,19:53,0,0
2891,61,22/03/2018,Late,14:55,19:05,0,0
2892,62,22/03/2018,Late,10:09,20:16,0,0
2893,64,22/03/2018,Late,10:21,19:17,0,0
2894,1005,22/03/2018,Late,10:09,19:06,0,0
2895,1006,22/03/2018,Late,10:07,21:03,0,0
2896,1007,22/03/2018,Late,10:28,20:12,0,0
2897,9151,22/03/2018,Late,10:13,19:03,0,0
2898,9152,22/03/2018,Late,10:37,20:13,0,0
2899,9159,22/03/2018,Late,10:29,19:02,0,0
2900,9161,22/03/2018,Late,10:28,19:17,0,0
2901,9162,22/03/2018,Late,10:20,19:11,0,0
2902,9164,22/03/2018,Present,9:58,19:04,0,0
2903,9165,22/03/2018,Present,9:54,19:21,0,0
2904,9166,22/03/2018,Late,10:16,20:04,0,0
2905,9167,22/03/2018,Present,9:40,19:02,0,0
2906,9169,22/03/2018,Absence,0:00,0:00,0,0
2907,9170,22/03/2018,Absence,0:00,0:00,0,0
2908,9173,22/03/2018,Absence,0:00,0:00,0,0
2909,9174,22/03/2018,Absence,0:00,0:00,0,0
2910,9175,22/03/2018,Absence,0:00,0:00,0,0
2911,9176,22/03/2018,Absence,0:00,0:00,0,0
2912,9177,22/03/2018,Absence,0:00,0:00,0,0
2913,9178,22/03/2018,Absence,0:00,0:00,0,0
2914,9179,22/03/2018,Absence,0:00,0:00,0,0
2915,9180,22/03/2018,Absence,0:00,0:00,0,0
2916,9181,22/03/2018,Absence,0:00,0:00,0,0
2917,3,23/03/2018,Non Working day,11:11,16:19,0,0
2918,22,23/03/2018,Non Working day,8:45,16:19,0,0
2919,31,23/03/2018,Non Working day,0:00,0:00,0,0
2920,32,23/03/2018,Non Working day,0:00,0:00,0,0
2921,36,23/03/2018,Non Working day,0:00,0:00,0,0
2922,40,23/03/2018,Non Working day,0:00,0:00,0,0
2923,46,23/03/2018,Non Working day,0:00,0:00,0,0
2924,53,23/03/2018,Non Working day,10:04,15:19,0,0
2925,59,23/03/2018,Non Working day,0:00,0:00,0,0
2926,60,23/03/2018,Non Working day,0:00,0:00,0,0
2927,61,23/03/2018,Non Working day,0:00,0:00,0,0
2928,62,23/03/2018,Non Working day,13:17,16:25,0,0
2929,64,23/03/2018,Non Working day,0:00,0:00,0,0
2930,1005,23/03/2018,Non Working day,0:00,0:00,0,0
2931,1006,23/03/2018,Non Working day,0:00,0:00,0,0
2932,1007,23/03/2018,Non Working day,0:00,0:00,0,0
2933,9151,23/03/2018,Non Working day,0:00,0:00,0,0
2934,9152,23/03/2018,Non Working day,0:00,0:00,0,0
2935,9159,23/03/2018,Non Working day,0:00,0:00,0,0
2936,9161,23/03/2018,Non Working day,0:00,0:00,0,0
2937,9162,23/03/2018,Non Working day,0:00,0:00,0,0
2938,9164,23/03/2018,Non Working day,0:00,0:00,0,0
2939,9165,23/03/2018,Non Working day,0:00,0:00,0,0
2940,9166,23/03/2018,Non Working day,0:00,0:00,0,0
2941,9167,23/03/2018,Non Working day,0:00,0:00,0,0
2942,9169,23/03/2018,Non Working day,0:00,0:00,0,0
2943,9170,23/03/2018,Non Working day,0:00,0:00,0,0
2944,9173,23/03/2018,Non Working day,0:00,0:00,0,0
2945,9174,23/03/2018,Non Working day,0:00,0:00,0,0
2946,9175,23/03/2018,Non Working day,0:00,0:00,0,0
2947,9176,23/03/2018,Non Working day,0:00,0:00,0,0
2948,9177,23/03/2018,Non Working day,0:00,0:00,0,0
2949,9178,23/03/2018,Non Working day,0:00,0:00,0,0
2950,9179,23/03/2018,Non Working day,0:00,0:00,0,0
2951,9180,23/03/2018,Non Working day,0:00,0:00,0,0
2952,9181,23/03/2018,Non Working day,0:00,0:00,0,0
2953,3,24/03/2018,Present,9:59,21:02,0,0
2954,22,24/03/2018,Early Out,8:33,13:37,0,0
2955,31,24/03/2018,Late,10:28,19:22,0,0
2956,32,24/03/2018,Late,10:13,19:21,0,0
2957,36,24/03/2018,Present,10:01,19:58,0,0
2958,40,24/03/2018,Absence,0:00,0:00,0,0
2959,46,24/03/2018,Late,10:05,19:22,0,0
2960,53,24/03/2018,Missing Out,10:05,0:00,0,0
2961,59,24/03/2018,Present,9:35,20:13,0,0
2962,60,24/03/2018,Present,9:43,20:15,0,0
2963,61,24/03/2018,Late,10:26,19:20,0,0
2964,62,24/03/2018,Late,10:14,19:56,0,0
2965,64,24/03/2018,Late,10:22,19:18,0,0
2966,1005,24/03/2018,Absence,0:00,0:00,0,0
2967,1006,24/03/2018,Present,10:03,20:13,0,0
2968,1007,24/03/2018,Late,13:09,19:56,0,0
2969,9151,24/03/2018,Present,10:04,19:21,0,0
2970,9152,24/03/2018,Late,10:09,19:56,0,0
2971,9159,24/03/2018,Late,12:03,19:22,0,0
2972,9161,24/03/2018,Late,10:17,19:19,0,0
2973,9162,24/03/2018,Present,9:58,19:15,0,0
2974,9164,24/03/2018,Present,9:24,19:20,0,0
2975,9165,24/03/2018,Early Out,9:40,18:54,0,0
2976,9166,24/03/2018,Late,10:20,19:18,0,0
2977,9167,24/03/2018,Present,9:56,19:09,0,0
2978,9169,24/03/2018,Absence,0:00,0:00,0,0
2979,9170,24/03/2018,Absence,0:00,0:00,0,0
2980,9173,24/03/2018,Absence,0:00,0:00,0,0
2981,9174,24/03/2018,Absence,0:00,0:00,0,0
2982,9175,24/03/2018,Absence,0:00,0:00,0,0
2983,9176,24/03/2018,Absence,0:00,0:00,0,0
2984,9177,24/03/2018,Absence,0:00,0:00,0,0
2985,9178,24/03/2018,Absence,0:00,0:00,0,0
2986,9179,24/03/2018,Absence,0:00,0:00,0,0
2987,9180,24/03/2018,Absence,0:00,0:00,0,0
2988,9181,24/03/2018,Absence,0:00,0:00,0,0
2989,3,25/03/2018,Present,9:38,21:04,0,0
2990,22,25/03/2018,Excused,12:18,12:20,0,0
2991,31,25/03/2018,Late,10:32,19:40,0,0
2992,32,25/03/2018,Late,10:41,19:46,0,0
2993,36,25/03/2018,Late,10:30,19:24,0,0
2994,40,25/03/2018,Present,7:41,19:42,0,0
2995,46,25/03/2018,Late,10:08,19:40,0,0
2996,53,25/03/2018,Early Out,9:45,14:44,0,0
2997,59,25/03/2018,Present,9:35,19:33,0,0
2998,60,25/03/2018,Present,9:56,19:52,0,0
2999,61,25/03/2018,Late,13:09,19:41,0,0
3000,62,25/03/2018,Late,10:09,20:37,0,0
3001,64,25/03/2018,Present,9:51,19:30,0,0
3002,1005,25/03/2018,Absence,0:00,0:00,0,0
3003,1006,25/03/2018,Present,9:50,20:23,0,0
3004,1007,25/03/2018,Late,10:59,19:46,0,0
3005,9151,25/03/2018,Late,10:07,19:39,0,0
3006,9152,25/03/2018,Late,10:36,20:37,0,0
3007,9159,25/03/2018,Late,10:42,19:44,0,0
3008,9161,25/03/2018,Late,10:39,19:30,0,0
3009,9162,25/03/2018,Late,10:12,19:21,0,0
3010,9164,25/03/2018,Present,9:38,19:30,0,0
3011,9165,25/03/2018,Present,9:54,19:12,0,0
3012,9166,25/03/2018,Present,9:55,19:38,0,0
3013,9167,25/03/2018,Present,9:38,19:41,0,0
3014,9169,25/03/2018,Absence,0:00,0:00,0,0
3015,9170,25/03/2018,Absence,0:00,0:00,0,0
3016,9173,25/03/2018,Absence,0:00,0:00,0,0
3017,9174,25/03/2018,Absence,0:00,0:00,0,0
3018,9175,25/03/2018,Absence,0:00,0:00,0,0
3019,9176,25/03/2018,Absence,0:00,0:00,0,0
3020,9177,25/03/2018,Absence,0:00,0:00,0,0
3021,9178,25/03/2018,Absence,0:00,0:00,0,0
3022,9179,25/03/2018,Absence,0:00,0:00,0,0
3023,9180,25/03/2018,Absence,0:00,0:00,0,0
3024,9181,25/03/2018,Absence,0:00,0:00,0,0
3025,3,26/03/2018,Absence,0:00,0:00,0,0
3026,22,26/03/2018,Excused,12:37,16:49,0,0
3027,31,26/03/2018,Absence,0:00,0:00,0,0
3028,32,26/03/2018,Absence,0:00,0:00,0,0
3029,36,26/03/2018,Absence,0:00,0:00,0,0
3030,40,26/03/2018,Absence,0:00,0:00,0,0
3031,46,26/03/2018,Absence,0:00,0:00,0,0
3032,53,26/03/2018,Absence,0:00,0:00,0,0
3033,59,26/03/2018,Absence,0:00,0:00,0,0
3034,60,26/03/2018,Absence,0:00,0:00,0,0
3035,61,26/03/2018,Absence,0:00,0:00,0,0
3036,62,26/03/2018,Absence,0:00,0:00,0,0
3037,64,26/03/2018,Absence,0:00,0:00,0,0
3038,1005,26/03/2018,Absence,0:00,0:00,0,0
3039,1006,26/03/2018,Absence,0:00,0:00,0,0
3040,1007,26/03/2018,Absence,0:00,0:00,0,0
3041,9151,26/03/2018,Absence,0:00,0:00,0,0
3042,9152,26/03/2018,Absence,0:00,0:00,0,0
3043,9159,26/03/2018,Absence,0:00,0:00,0,0
3044,9161,26/03/2018,Absence,0:00,0:00,0,0
3045,9162,26/03/2018,Absence,0:00,0:00,0,0
3046,9164,26/03/2018,Absence,0:00,0:00,0,0
3047,9165,26/03/2018,Absence,0:00,0:00,0,0
3048,9166,26/03/2018,Absence,0:00,0:00,0,0
3049,9167,26/03/2018,Absence,0:00,0:00,0,0
3050,9169,26/03/2018,Absence,0:00,0:00,0,0
3051,9170,26/03/2018,Absence,0:00,0:00,0,0
3052,9173,26/03/2018,Absence,0:00,0:00,0,0
3053,9174,26/03/2018,Absence,0:00,0:00,0,0
3054,9175,26/03/2018,Absence,0:00,0:00,0,0
3055,9176,26/03/2018,Absence,0:00,0:00,0,0
3056,9177,26/03/2018,Absence,0:00,0:00,0,0
3057,9178,26/03/2018,Absence,0:00,0:00,0,0
3058,9179,26/03/2018,Absence,0:00,0:00,0,0
3059,9180,26/03/2018,Absence,0:00,0:00,0,0
3060,9181,26/03/2018,Absence,0:00,0:00,0,0
3061,3,27/03/2018,Present,10:02,20:37,0,0
3062,22,27/03/2018,Absence,0:00,0:00,0,0
3063,31,27/03/2018,Late,11:19,19:21,0,0
3064,32,27/03/2018,Late,10:17,19:30,0,0
3065,36,27/03/2018,Late,10:21,19:10,0,0
3066,40,27/03/2018,Late,10:25,19:15,0,0
3067,46,27/03/2018,Late,10:07,19:21,0,0
3068,53,27/03/2018,Present,10:00,19:42,0,0
3069,59,27/03/2018,Late,10:56,19:46,0,0
3070,60,27/03/2018,Present,9:29,20:05,0,0
3071,61,27/03/2018,Present,9:31,19:10,0,0
3072,62,27/03/2018,Late,10:26,19:15,0,0
3073,64,27/03/2018,Late,10:39,19:27,0,0
3074,1005,27/03/2018,Absence,9:28,9:29,0,0
3075,1006,27/03/2018,Late,10:05,20:05,0,0
3076,1007,27/03/2018,Late,11:26,20:05,0,0
3077,9151,27/03/2018,Late,10:11,19:19,0,0
3078,9152,27/03/2018,Late,10:19,19:15,0,0
3079,9159,27/03/2018,Late,10:17,19:31,0,0
3080,9161,27/03/2018,Late,10:37,19:28,0,0
3081,9162,27/03/2018,Late,10:12,19:21,0,0
3082,9164,27/03/2018,Present,9:34,19:20,0,0
3083,9165,27/03/2018,Late,10:23,19:07,0,0
3084,9166,27/03/2018,Present,9:58,19:41,0,0
3085,9167,27/03/2018,Present,9:35,18:57,0,0
3086,9169,27/03/2018,Absence,0:00,0:00,0,0
3087,9170,27/03/2018,Absence,0:00,0:00,0,0
3088,9173,27/03/2018,Absence,0:00,0:00,0,0
3089,9174,27/03/2018,Absence,0:00,0:00,0,0
3090,9175,27/03/2018,Absence,0:00,0:00,0,0
3091,9176,27/03/2018,Absence,0:00,0:00,0,0
3092,9177,27/03/2018,Absence,0:00,0:00,0,0
3093,9178,27/03/2018,Absence,0:00,0:00,0,0
3094,9179,27/03/2018,Absence,0:00,0:00,0,0
3095,9180,27/03/2018,Absence,0:00,0:00,0,0
3096,9181,27/03/2018,Absence,0:00,0:00,0,0
3097,3,28/03/2018,Present,9:38,20:40,0,0
3098,22,28/03/2018,Absence,0:00,0:00,0,0
3099,31,28/03/2018,Late,10:14,19:16,0,0
3100,32,28/03/2018,Late,10:13,19:17,0,0
3101,36,28/03/2018,Late,10:17,19:12,0,0
3102,40,28/03/2018,Late,10:40,19:12,0,0
3103,46,28/03/2018,Late,10:13,19:16,0,0
3104,53,28/03/2018,Present,9:32,19:30,0,0
3105,59,28/03/2018,Late,10:16,20:12,0,0
3106,60,28/03/2018,Present,9:53,20:14,0,0
3107,61,28/03/2018,Late,10:22,19:18,0,0
3108,62,28/03/2018,Present,9:58,19:16,0,0
3109,64,28/03/2018,Late,10:28,19:18,0,0
3110,1005,28/03/2018,Late,10:10,19:17,0,0
3111,1006,28/03/2018,Present,9:56,20:14,0,0
3112,1007,28/03/2018,Late,10:26,19:33,0,0
3113,9151,28/03/2018,Late,10:13,19:15,0,0
3114,9152,28/03/2018,Early Out,9:55,17:28,0,0
3115,9159,28/03/2018,Late,10:13,19:29,0,0
3116,9161,28/03/2018,Late,10:30,20:40,0,0
3117,9162,28/03/2018,Present,10:04,19:18,0,0
3118,9164,28/03/2018,Present,9:57,19:13,0,0
3119,9165,28/03/2018,Present,9:49,19:12,0,0
3120,9166,28/03/2018,Excused,10:30,17:55,0,0
3121,9167,28/03/2018,Present,9:55,19:01,0,0
3122,9169,28/03/2018,Absence,0:00,0:00,0,0
3123,9170,28/03/2018,Absence,0:00,0:00,0,0
3124,9173,28/03/2018,Absence,0:00,0:00,0,0
3125,9174,28/03/2018,Absence,0:00,0:00,0,0
3126,9175,28/03/2018,Absence,0:00,0:00,0,0
3127,9176,28/03/2018,Absence,0:00,0:00,0,0
3128,9177,28/03/2018,Absence,0:00,0:00,0,0
3129,9178,28/03/2018,Absence,0:00,0:00,0,0
3130,9179,28/03/2018,Absence,0:00,0:00,0,0
3131,9180,28/03/2018,Absence,0:00,0:00,0,0
3132,9181,28/03/2018,Absence,0:00,0:00,0,0
3133,3,29/03/2018,Late,10:05,19:16,0,0
3134,22,29/03/2018,Absence,0:00,0:00,0,0
3135,31,29/03/2018,Late,10:28,19:19,0,0
3136,32,29/03/2018,Late,10:16,19:13,0,0
3137,36,29/03/2018,Late,10:21,19:15,0,0
3138,40,29/03/2018,Late,10:26,19:15,0,0
3139,46,29/03/2018,Present,10:02,19:14,0,0
3140,53,29/03/2018,Absence,0:00,0:00,0,0
3141,59,29/03/2018,Late,10:19,19:16,0,0
3142,60,29/03/2018,Late,10:05,19:11,0,0
3143,61,29/03/2018,Late,10:16,19:13,0,0
3144,62,29/03/2018,Present,9:59,20:38,0,0
3145,64,29/03/2018,Late,10:30,19:14,0,0
3146,1005,29/03/2018,Late,10:20,19:16,0,0
3147,1006,29/03/2018,Present,9:53,20:35,0,0
3148,1007,29/03/2018,Late,10:12,20:39,0,0
3149,9151,29/03/2018,Late,10:08,19:12,0,0
3150,9152,29/03/2018,Present,9:54,20:38,0,0
3151,9159,29/03/2018,Late,10:17,19:15,0,0
3152,9161,29/03/2018,Late,10:28,19:16,0,0
3153,9162,29/03/2018,Late,10:09,19:14,0,0
3154,9164,29/03/2018,Present,9:54,19:14,0,0
3155,9165,29/03/2018,Absence,0:00,0:00,0,0
3156,9166,29/03/2018,Present,9:55,19:12,0,0
3157,9167,29/03/2018,Early Out,9:53,17:19,0,0
3158,9169,29/03/2018,Absence,0:00,0:00,0,0
3159,9170,29/03/2018,Absence,0:00,0:00,0,0
3160,9173,29/03/2018,Absence,0:00,0:00,0,0
3161,9174,29/03/2018,Absence,0:00,0:00,0,0
3162,9175,29/03/2018,Absence,0:00,0:00,0,0
3163,9176,29/03/2018,Absence,0:00,0:00,0,0
3164,9177,29/03/2018,Absence,0:00,0:00,0,0
3165,9178,29/03/2018,Absence,0:00,0:00,0,0
3166,9179,29/03/2018,Absence,0:00,0:00,0,0
3167,9180,29/03/2018,Absence,0:00,0:00,0,0
3168,9181,29/03/2018,Absence,0:00,0:00,0,0
3169,3,30/03/2018,Non Working day,0:00,0:00,0,0
3170,22,30/03/2018,Non Working day,0:00,0:00,0,0
3171,31,30/03/2018,Non Working day,0:00,0:00,0,0
3172,32,30/03/2018,Non Working day,0:00,0:00,0,0
3173,36,30/03/2018,Non Working day,0:00,0:00,0,0
3174,40,30/03/2018,Non Working day,0:00,0:00,0,0
3175,46,30/03/2018,Non Working day,0:00,0:00,0,0
3176,53,30/03/2018,Non Working day,20:53,21:51,0,0
3177,59,30/03/2018,Non Working day,0:00,0:00,0,0
3178,60,30/03/2018,Non Working day,0:00,0:00,0,0
3179,61,30/03/2018,Non Working day,0:00,0:00,0,0
3180,62,30/03/2018,Non Working day,0:00,0:00,0,0
3181,64,30/03/2018,Non Working day,0:00,0:00,0,0
3182,1005,30/03/2018,Non Working day,0:00,0:00,0,0
3183,1006,30/03/2018,Non Working day,0:00,0:00,0,0
3184,1007,30/03/2018,Non Working day,0:00,0:00,0,0
3185,9151,30/03/2018,Non Working day,0:00,0:00,0,0
3186,9152,30/03/2018,Non Working day,0:00,0:00,0,0
3187,9159,30/03/2018,Non Working day,0:00,0:00,0,0
3188,9161,30/03/2018,Non Working day,0:00,0:00,0,0
3189,9162,30/03/2018,Non Working day,0:00,0:00,0,0
3190,9164,30/03/2018,Non Working day,0:00,0:00,0,0
3191,9165,30/03/2018,Non Working day,0:00,0:00,0,0
3192,9166,30/03/2018,Non Working day,0:00,0:00,0,0
3193,9167,30/03/2018,Non Working day,0:00,0:00,0,0
3194,9169,30/03/2018,Non Working day,0:00,0:00,0,0
3195,9170,30/03/2018,Non Working day,0:00,0:00,0,0
3196,9173,30/03/2018,Non Working day,0:00,0:00,0,0
3197,9174,30/03/2018,Non Working day,0:00,0:00,0,0
3198,9175,30/03/2018,Non Working day,0:00,0:00,0,0
3199,9176,30/03/2018,Non Working day,0:00,0:00,0,0
3200,9177,30/03/2018,Non Working day,0:00,0:00,0,0
3201,9178,30/03/2018,Non Working day,0:00,0:00,0,0
3202,9179,30/03/2018,Non Working day,0:00,0:00,0,0
3203,9180,30/03/2018,Non Working day,0:00,0:00,0,0
3204,9181,30/03/2018,Non Working day,0:00,0:00,0,0
3205,3,31/03/2018,Absence,0:00,0:00,0,0
3206,22,31/03/2018,Absence,0:00,0:00,0,0
3207,31,31/03/2018,Absence,0:00,0:00,0,0
3208,32,31/03/2018,Absence,0:00,0:00,0,0
3209,36,31/03/2018,Absence,0:00,0:00,0,0
3210,40,31/03/2018,Absence,0:00,0:00,0,0
3211,46,31/03/2018,Absence,0:00,0:00,0,0
3212,53,31/03/2018,Excused,10:52,13:42,0,0
3213,59,31/03/2018,Absence,0:00,0:00,0,0
3214,60,31/03/2018,Absence,0:00,0:00,0,0
3215,61,31/03/2018,Absence,0:00,0:00,0,0
3216,62,31/03/2018,Absence,0:00,0:00,0,0
3217,64,31/03/2018,Absence,0:00,0:00,0,0
3218,1005,31/03/2018,Absence,0:00,0:00,0,0
3219,1006,31/03/2018,Absence,10:22,10:23,0,0
3220,1007,31/03/2018,Excused,11:29,17:14,0,0
3221,9151,31/03/2018,Absence,0:00,0:00,0,0
3222,9152,31/03/2018,Excused,10:25,17:05,0,0
3223,9159,31/03/2018,Absence,0:00,0:00,0,0
3224,9161,31/03/2018,Absence,0:00,0:00,0,0
3225,9162,31/03/2018,Absence,0:00,0:00,0,0
3226,9164,31/03/2018,Absence,0:00,0:00,0,0
3227,9165,31/03/2018,Absence,0:00,0:00,0,0
3228,9166,31/03/2018,Absence,0:00,0:00,0,0
3229,9167,31/03/2018,Absence,0:00,0:00,0,0
3230,9169,31/03/2018,Absence,0:00,0:00,0,0
3231,9170,31/03/2018,Absence,0:00,0:00,0,0
3232,9173,31/03/2018,Absence,0:00,0:00,0,0
3233,9174,31/03/2018,Absence,0:00,0:00,0,0
3234,9175,31/03/2018,Absence,0:00,0:00,0,0
3235,9176,31/03/2018,Absence,0:00,0:00,0,0
3236,9177,31/03/2018,Absence,0:00,0:00,0,0
3237,9178,31/03/2018,Absence,0:00,0:00,0,0
3238,9179,31/03/2018,Absence,0:00,0:00,0,0
3239,9180,31/03/2018,Absence,0:00,0:00,0,0
3240,9181,31/03/2018,Absence,0:00,0:00,0,0
3241,3,1/4/2018,Excused,11:25,18:01,0,0
3242,22,1/4/2018,Absence,0:00,0:00,0,0
3243,31,1/4/2018,Late,10:31,19:22,0,0
3244,32,1/4/2018,Excused,10:24,18:52,0,0
3245,36,1/4/2018,Present,9:59,19:08,0,0
3246,40,1/4/2018,Late,10:14,19:09,0,0
3247,46,1/4/2018,Late,10:14,19:22,0,0
3248,53,1/4/2018,Present,9:51,19:36,0,0
3249,59,1/4/2018,Present,9:53,19:41,0,0
3250,60,1/4/2018,Late,11:27,19:35,0,0
3251,61,1/4/2018,Early Out,9:46,18:03,0,0
3252,62,1/4/2018,Present,9:56,19:36,0,0
3253,64,1/4/2018,Excused,10:16,10:17,0,0
3254,1005,1/4/2018,Late,10:09,19:13,0,0
3255,1006,1/4/2018,Present,9:55,19:55,0,0
3256,1007,1/4/2018,Late,10:28,19:39,0,0
3257,9151,1/4/2018,Late,10:13,19:20,0,0
3258,9152,1/4/2018,Present,9:56,19:36,0,0
3259,9159,1/4/2018,Excused,10:26,13:33,0,0
3260,9161,1/4/2018,Late,10:09,20:47,0,0
3261,9162,1/4/2018,Present,9:55,19:23,0,0
3262,9164,1/4/2018,Present,9:43,19:02,0,0
